Response ID, Timeline Used Value, Timeline Used Value Decrypted, Timeline Type (TimelinesUsed), Timeline Type (User Entry), First Click Time (Seconds), Last Click Time (Seconds), Time Between First and Last Click (Seconds), Question, Video Name, Their Answer, Correct Answer, Is Correct, Time Viewing Footage
150599446, 69371, 3, Timeline 3 (Event Blocks), Timeline 3 (Event Blocks), 99, 300, 201, Task: During which timeframe does a couple run across the screen starting from this house carrying a pizza?, VIRAT_S_0400, 50:00 – 51:00, 50:00 – 51:00, True, Never
150599446, 104609, 35241, Timeline 1 (Base Interface), Timeline 1 (Base Interface), 245, 281, 36, Task: Order the following three events: - A person carrying a backpack rode a bike on the pedestrian sidewalk.:A person wearing pants ran to catch the green light while crossing the street.:A construction worker waved their hands to their colleagues., VIRAT_S_0500, 2:1:3, 2:1:3, True, Never
150599446, 104609, 35241, Timeline 1 (Base Interface), Timeline 1 (Base Interface), 245, 281, 36, Task: What is the object unloaded from the white truck with a flatboard trailer?, VIRAT_S_0500, A slow-down sign, A slow-down sign, True, Never
150595058, 69421, 53, Timeline 3 (Event Blocks), Timeline 1 (Base Interface), 1, 173, 172, Task: The driver of this car gets out of the car and has a conversation with another person.What is the car that the other person gets into later?, VIRAT_S_0002, Car 1, Car 1, True, Monthly
150595058, 69421, 53, Timeline 3 (Event Blocks), Timeline 1 (Base Interface), 1, 173, 172, Task: During which timeframe do you see this man unloading a blue shoulder bag from his car?, VIRAT_S_0002, 43:00 – 45:00, 43:00 – 45:00, True, Monthly
150595058, 69900, 532, Timeline 2 (Density Graph), Timeline 2 (Density Graph), 50, 208, 158, Task: How long do these two people stay in the building?, VIRAT_S_0100, Less than two minutes, Less than two minutes, True, Monthly
150595058, 69900, 532, Timeline 2 (Density Graph), Timeline 2 (Density Graph), 50, 208, 158, Task: During which timeframe do you see this man unloading a blue shoulder bag from his car?, VIRAT_S_0100, 48:20 – 48:30, 48:20 – 48:30, True, Monthly
150595058, 122582, 53214, Timeline 4 (Density Graph + Event Blocks), Timeline 3 (Event Blocks), 53, 180, 127, Task: How long does this CHICANO employee take a break for?, VIRAT_S_0102, About four minutes, About four minutes, True, Monthly
150595058, 122582, 53214, Timeline 4 (Density Graph + Event Blocks), Timeline 3 (Event Blocks), 53, 180, 127, Task: During which timeframe does the owner of this golf cart return and drive away?, VIRAT_S_0102, 22:00 – 23:00, 22:00 – 23:00, True, Monthly
150595058, 69373, 5, Timeline 5 (Event Thumbnails), Timeline 4 (Density Graph + Event Blocks), 107, 241, 134, Task: How long does the blue pickup truck remain parked after two men in white shirts begin unloading objects from the trunk of the blue pickup truck?, VIRAT_S_0400, About six minutes, About six minutes, True, Monthly
150595058, 69373, 5, Timeline 5 (Event Thumbnails), Timeline 4 (Density Graph + Event Blocks), 107, 241, 134, Task: During which timeframe does a couple run across the screen starting from this house carrying a pizza?, VIRAT_S_0400, 50:00 – 51:00, 50:00 – 51:00, True, Monthly
150595058, 74689, 5321, Timeline 1 (Base Interface), Timeline 1 (Base Interface), 45, 106, 61, Task: Order the following three events: - A person carrying a backpack rode a bike on the pedestrian sidewalk.:A person wearing pants ran to catch the green light while crossing the street.:A construction worker waved their hands to their colleagues., VIRAT_S_0500, 2:1:3, 2:1:3, True, Monthly
150595058, 74689, 5321, Timeline 1 (Base Interface), Timeline 1 (Base Interface), 45, 106, 61, Task: What is the object unloaded from the white truck with a flatboard trailer?, VIRAT_S_0500, I could not find the answer within five minutes., A slow-down sign, False, Monthly
150576040, 69383, 15, Timeline 5 (Event Thumbnails), Timeline 1 (Base Interface), 49, 203, 154, Task: The driver of this car gets out of the car and has a conversation with another person.What is the car that the other person gets into later?, VIRAT_S_0002, Car 1, Car 1, True, Weekly
150576040, 69383, 15, Timeline 5 (Event Thumbnails), Timeline 1 (Base Interface), 49, 203, 154, Task: During which timeframe do you see this man unloading a blue shoulder bag from his car?, VIRAT_S_0002, 43:00 – 45:00, 43:00 – 45:00, True, Weekly
150576040, 69411, 43, Timeline 3 (Event Blocks), Timeline 1 (Base Interface), 25, 25, 0, Task: How long do these two people stay in the building?, VIRAT_S_0100, Less than two minutes, Less than two minutes, True, Weekly
150576040, 69411, 43, Timeline 3 (Event Blocks), Timeline 1 (Base Interface), 25, 25, 0, Task: During which timeframe do you see this man unloading a blue shoulder bag from his car?, VIRAT_S_0100, I could not find the answer within five minutes., 48:20 – 48:30, False, Weekly
150576040, 69372, 4, Timeline 4 (Density Graph + Event Blocks), Timeline 1 (Base Interface), 2, 2, 0, Task: How long does this CHICANO employee take a break for?, VIRAT_S_0102, About four minutes, About four minutes, True, Weekly
150576040, 69372, 4, Timeline 4 (Density Graph + Event Blocks), Timeline 1 (Base Interface), 2, 2, 0, Task: During which timeframe does the owner of this golf cart return and drive away?, VIRAT_S_0102, 21:00 – 22:00, 22:00 – 23:00, False, Weekly
150576040, 69369, 1, Timeline 1 (Base Interface), Timeline 3 (Event Blocks), 141, 243, 102, Task: How long does the blue pickup truck remain parked after two men in white shirts begin unloading objects from the trunk of the blue pickup truck?, VIRAT_S_0400, I could not find the answer within five minutes., About six minutes, False, Weekly
150576040, 69369, 1, Timeline 1 (Base Interface), Timeline 3 (Event Blocks), 141, 243, 102, Task: During which timeframe does a couple run across the screen starting from this house carrying a pizza?, VIRAT_S_0400, I could not find the answer within five minutes., 50:00 – 51:00, False, Weekly
150576040, 69521, 153, Timeline 3 (Event Blocks), Timeline 1 (Base Interface), 88, 201, 113, Task: Order the following three events: - A person carrying a backpack rode a bike on the pedestrian sidewalk.:A person wearing pants ran to catch the green light while crossing the street.:A construction worker waved their hands to their colleagues., VIRAT_S_0500, 2:3:1, 2:1:3, False, Weekly
150576040, 69521, 153, Timeline 3 (Event Blocks), Timeline 1 (Base Interface), 88, 201, 113, Task: What is the object unloaded from the white truck with a flatboard trailer?, VIRAT_S_0500, An orange construction traffic barrel (cylinder-shaped sign), A slow-down sign, False, Weekly
150550616, 69902, 534, Timeline 4 (Density Graph + Event Blocks), Timeline 1 (Base Interface), 95, 272, 177, Task: The driver of this car gets out of the car and has a conversation with another person.What is the car that the other person gets into later?, VIRAT_S_0002, I could not find the answer within five minutes., Car 1, False, Never
150550616, 69902, 534, Timeline 4 (Density Graph + Event Blocks), Timeline 1 (Base Interface), 95, 272, 177, Task: During which timeframe do you see this man unloading a blue shoulder bag from his car?, VIRAT_S_0002, 43:00 – 45:00, 43:00 – 45:00, True, Never
150550616, 69373, 5, Timeline 5 (Event Thumbnails), Timeline 5 (Event Thumbnails), 148, 264, 116, Task: How long do these two people stay in the building?, VIRAT_S_0100, Less than two minutes, Less than two minutes, True, Never
150550616, 69373, 5, Timeline 5 (Event Thumbnails), Timeline 5 (Event Thumbnails), 148, 264, 116, Task: During which timeframe do you see this man unloading a blue shoulder bag from his car?, VIRAT_S_0100, 48:20 – 48:30, 48:20 – 48:30, True, Never
150550616, 122780, 53412, Timeline 2 (Density Graph), Timeline 2 (Density Graph), 108, 159, 51, Task: How long does this CHICANO employee take a break for?, VIRAT_S_0102, About four minutes, About four minutes, True, Never
150550616, 122780, 53412, Timeline 2 (Density Graph), Timeline 2 (Density Graph), 108, 159, 51, Task: During which timeframe does the owner of this golf cart return and drive away?, VIRAT_S_0102, 22:00 – 23:00, 22:00 – 23:00, True, Never
150550616, 69421, 53, Timeline 3 (Event Blocks), Timeline 2 (Density Graph), 94, 194, 100, Task: How long does the blue pickup truck remain parked after two men in white shirts begin unloading objects from the trunk of the blue pickup truck?, VIRAT_S_0400, About nine minutes, About six minutes, False, Never
150550616, 69421, 53, Timeline 3 (Event Blocks), Timeline 2 (Density Graph), 94, 194, 100, Task: During which timeframe does a couple run across the screen starting from this house carrying a pizza?, VIRAT_S_0400, 50:00 – 51:00, 50:00 – 51:00, True, Never
150550616, 74709, 5341, Timeline 1 (Base Interface), Timeline 1 (Base Interface), 103, 183, 80, Task: Order the following three events: - A person carrying a backpack rode a bike on the pedestrian sidewalk.:A person wearing pants ran to catch the green light while crossing the street.:A construction worker waved their hands to their colleagues., VIRAT_S_0500, 1:2:3, 2:1:3, False, Never
150550616, 74709, 5341, Timeline 1 (Base Interface), Timeline 1 (Base Interface), 103, 183, 80, Task: What is the object unloaded from the white truck with a flatboard trailer?, VIRAT_S_0500, An orange construction traffic barrel (cylinder-shaped sign), A slow-down sign, False, Never
150520051, 69389, 21, Timeline 1 (Base Interface), Timeline 3 (Event Blocks), 10, 74, 64, Task: The driver of this car gets out of the car and has a conversation with another person.What is the car that the other person gets into later?, VIRAT_S_0002, I could not find the answer within five minutes., Car 1, False, Never
150520051, 69389, 21, Timeline 1 (Base Interface), Timeline 3 (Event Blocks), 10, 74, 64, Task: During which timeframe do you see this man unloading a blue shoulder bag from his car?, VIRAT_S_0002, I could not find the answer within five minutes., 43:00 – 45:00, False, Never
150520051, 69370, 2, Timeline 2 (Density Graph), Timeline 4 (Density Graph + Event Blocks), 5, 65, 60, Task: How long do these two people stay in the building?, VIRAT_S_0100, Less than eight minutes, Less than two minutes, False, Never
150520051, 69370, 2, Timeline 2 (Density Graph), Timeline 4 (Density Graph + Event Blocks), 5, 65, 60, Task: During which timeframe do you see this man unloading a blue shoulder bag from his car?, VIRAT_S_0100, 38:20 – 38:30, 48:20 – 48:30, False, Never
150520051, 90902, 21534, Timeline 4 (Density Graph + Event Blocks), Timeline 5 (Event Thumbnails), 3, 65, 62, Task: How long does this CHICANO employee take a break for?, VIRAT_S_0102, About five minutes, About four minutes, False, Never
150520051, 90902, 21534, Timeline 4 (Density Graph + Event Blocks), Timeline 5 (Event Thumbnails), 3, 65, 62, Task: During which timeframe does the owner of this golf cart return and drive away?, VIRAT_S_0102, 19:00 – 20:00, 22:00 – 23:00, False, Never
150520051, 69583, 215, Timeline 5 (Event Thumbnails), Timeline 4 (Density Graph + Event Blocks), 1, 69, 68, Task: How long does the blue pickup truck remain parked after two men in white shirts begin unloading objects from the trunk of the blue pickup truck?, VIRAT_S_0400, About six minutes, About six minutes, True, Never
150520051, 69583, 215, Timeline 5 (Event Thumbnails), Timeline 4 (Density Graph + Event Blocks), 1, 69, 68, Task: During which timeframe does a couple run across the screen starting from this house carrying a pizza?, VIRAT_S_0400, 30:00 – 31:00, 50:00 – 51:00, False, Never
150520051, 71521, 2153, Timeline 3 (Event Blocks), Timeline 3 (Event Blocks), 7, 80, 73, Task: Order the following three events: - A person carrying a backpack rode a bike on the pedestrian sidewalk.:A person wearing pants ran to catch the green light while crossing the street.:A construction worker waved their hands to their colleagues., VIRAT_S_0500, 1:2:3, 2:1:3, False, Never
150520051, 71521, 2153, Timeline 3 (Event Blocks), Timeline 3 (Event Blocks), 7, 80, 73, Task: What is the object unloaded from the white truck with a flatboard trailer?, VIRAT_S_0500, A slow-down sign, A slow-down sign, True, Never
150511275, 69422, 54, Timeline 4 (Density Graph + Event Blocks), Timeline 4 (Density Graph + Event Blocks), 86, 220, 134, Task: The driver of this car gets out of the car and has a conversation with another person.What is the car that the other person gets into later?, VIRAT_S_0002, Car 1, Car 1, True, Monthly
150511275, 69422, 54, Timeline 4 (Density Graph + Event Blocks), Timeline 4 (Density Graph + Event Blocks), 86, 220, 134, Task: During which timeframe do you see this man unloading a blue shoulder bag from his car?, VIRAT_S_0002, 43:00 – 45:00, 43:00 – 45:00, True, Monthly
150511275, 69911, 543, Timeline 3 (Event Blocks), Timeline 3 (Event Blocks), 104, 179, 75, Task: How long do these two people stay in the building?, VIRAT_S_0100, Less than two minutes, Less than two minutes, True, Monthly
150511275, 69911, 543, Timeline 3 (Event Blocks), Timeline 3 (Event Blocks), 104, 179, 75, Task: During which timeframe do you see this man unloading a blue shoulder bag from his car?, VIRAT_S_0100, 48:20 – 48:30, 48:20 – 48:30, True, Monthly
150511275, 69373, 5, Timeline 5 (Event Thumbnails), Timeline 5 (Event Thumbnails), 74, 156, 82, Task: How long does this CHICANO employee take a break for?, VIRAT_S_0102, About four minutes, About four minutes, True, Monthly
150511275, 69373, 5, Timeline 5 (Event Thumbnails), Timeline 5 (Event Thumbnails), 74, 156, 82, Task: During which timeframe does the owner of this golf cart return and drive away?, VIRAT_S_0102, 22:00 – 23:00, 22:00 – 23:00, True, Monthly
150511275, 74800, 5432, Timeline 2 (Density Graph), Timeline 2 (Density Graph), 72, 188, 116, Task: How long does the blue pickup truck remain parked after two men in white shirts begin unloading objects from the trunk of the blue pickup truck?, VIRAT_S_0400, About six minutes, About six minutes, True, Monthly
150511275, 74800, 5432, Timeline 2 (Density Graph), Timeline 2 (Density Graph), 72, 188, 116, Task: During which timeframe does a couple run across the screen starting from this house carrying a pizza?, VIRAT_S_0400, 50:00 – 51:00, 50:00 – 51:00, True, Monthly
150511275, 123689, 54321, Timeline 1 (Base Interface), Timeline 1 (Base Interface), 204, 282, 78, Task: Order the following three events: - A person carrying a backpack rode a bike on the pedestrian sidewalk.:A person wearing pants ran to catch the green light while crossing the street.:A construction worker waved their hands to their colleagues., VIRAT_S_0500, 2:1:3, 2:1:3, True, Monthly
150511275, 123689, 54321, Timeline 1 (Base Interface), Timeline 1 (Base Interface), 204, 282, 78, Task: What is the object unloaded from the white truck with a flatboard trailer?, VIRAT_S_0500, A slow-down sign, A slow-down sign, True, Monthly
150506408, 110693, 41325, Timeline 5 (Event Thumbnails), Timeline 5 (Event Thumbnails), 82, 151, 69, Task: The driver of this car gets out of the car and has a conversation with another person.What is the car that the other person gets into later?, VIRAT_S_0002, Car 1, Car 1, True, Never
150506408, 110693, 41325, Timeline 5 (Event Thumbnails), Timeline 5 (Event Thumbnails), 82, 151, 69, Task: During which timeframe do you see this man unloading a blue shoulder bag from his car?, VIRAT_S_0002, 43:00 – 45:00, 43:00 – 45:00, True, Never
150506408, 69781, 413, Timeline 3 (Event Blocks), Timeline 3 (Event Blocks), 77, 150, 73, Task: How long do these two people stay in the building?, VIRAT_S_0100, I could not find the answer within five minutes., Less than two minutes, False, Never
150506408, 69781, 413, Timeline 3 (Event Blocks), Timeline 3 (Event Blocks), 77, 150, 73, Task: During which timeframe do you see this man unloading a blue shoulder bag from his car?, VIRAT_S_0100, 48:20 – 48:30, 48:20 – 48:30, True, Never
150506408, 73500, 4132, Timeline 2 (Density Graph), Timeline 2 (Density Graph), 74, 116, 42, Task: How long does this CHICANO employee take a break for?, VIRAT_S_0102, About four minutes, About four minutes, True, Never
150506408, 73500, 4132, Timeline 2 (Density Graph), Timeline 2 (Density Graph), 74, 116, 42, Task: During which timeframe does the owner of this golf cart return and drive away?, VIRAT_S_0102, 22:00 – 23:00, 22:00 – 23:00, True, Never
150506408, 69372, 4, Timeline 4 (Density Graph + Event Blocks), Timeline 3 (Event Blocks), 71, 150, 79, Task: How long does the blue pickup truck remain parked after two men in white shirts begin unloading objects from the trunk of the blue pickup truck?, VIRAT_S_0400, About six minutes, About six minutes, True, Never
150506408, 69372, 4, Timeline 4 (Density Graph + Event Blocks), Timeline 3 (Event Blocks), 71, 150, 79, Task: During which timeframe does a couple run across the screen starting from this house carrying a pizza?, VIRAT_S_0400, 50:00 – 51:00, 50:00 – 51:00, True, Never
150506408, 69409, 41, Timeline 1 (Base Interface), Timeline 1 (Base Interface), 99, 196, 97, Task: Order the following three events: - A person carrying a backpack rode a bike on the pedestrian sidewalk.:A person wearing pants ran to catch the green light while crossing the street.:A construction worker waved their hands to their colleagues., VIRAT_S_0500, 2:1:3, 2:1:3, True, Never
150506408, 69409, 41, Timeline 1 (Base Interface), Timeline 1 (Base Interface), 99, 196, 97, Task: What is the object unloaded from the white truck with a flatboard trailer?, VIRAT_S_0500, A safety helmet, A slow-down sign, False, Never
150504800, 70693, 1325, Timeline 5 (Event Thumbnails), Timeline 5 (Event Thumbnails), 115, 222, 107, Task: The driver of this car gets out of the car and has a conversation with another person.What is the car that the other person gets into later?, VIRAT_S_0002, Car 1, Car 1, True, Yearly
150504800, 70693, 1325, Timeline 5 (Event Thumbnails), Timeline 5 (Event Thumbnails), 115, 222, 107, Task: During which timeframe do you see this man unloading a blue shoulder bag from his car?, VIRAT_S_0002, 43:00 – 45:00, 43:00 – 45:00, True, Yearly
150504800, 69369, 1, Timeline 1 (Base Interface), Timeline 1 (Base Interface), 145, 385, 240, Task: How long do these two people stay in the building?, VIRAT_S_0100, I could not find the answer within five minutes., Less than two minutes, False, Yearly
150504800, 69369, 1, Timeline 1 (Base Interface), Timeline 1 (Base Interface), 145, 385, 240, Task: During which timeframe do you see this man unloading a blue shoulder bag from his car?, VIRAT_S_0100, I could not find the answer within five minutes., 48:20 – 48:30, False, Yearly
150504800, 82622, 13254, Timeline 4 (Density Graph + Event Blocks), Timeline 4 (Density Graph + Event Blocks), 61, 121, 60, Task: How long does this CHICANO employee take a break for?, VIRAT_S_0102, About four minutes, About four minutes, True, Yearly
150504800, 82622, 13254, Timeline 4 (Density Graph + Event Blocks), Timeline 4 (Density Graph + Event Blocks), 61, 121, 60, Task: During which timeframe does the owner of this golf cart return and drive away?, VIRAT_S_0102, 22:00 – 23:00, 22:00 – 23:00, True, Yearly
150504800, 69500, 132, Timeline 2 (Density Graph), Timeline 2 (Density Graph), 102, 172, 70, Task: How long does the blue pickup truck remain parked after two men in white shirts begin unloading objects from the trunk of the blue pickup truck?, VIRAT_S_0400, About six minutes, About six minutes, True, Yearly
150504800, 69500, 132, Timeline 2 (Density Graph), Timeline 2 (Density Graph), 102, 172, 70, Task: During which timeframe does a couple run across the screen starting from this house carrying a pizza?, VIRAT_S_0400, 50:00 – 51:00, 50:00 – 51:00, True, Yearly
150504800, 69381, 13, Timeline 3 (Event Blocks), Timeline 3 (Event Blocks), 91, 207, 116, Task: Order the following three events: - A person carrying a backpack rode a bike on the pedestrian sidewalk.:A person wearing pants ran to catch the green light while crossing the street.:A construction worker waved their hands to their colleagues., VIRAT_S_0500, 2:1:3, 2:1:3, True, Yearly
150504800, 69381, 13, Timeline 3 (Event Blocks), Timeline 3 (Event Blocks), 91, 207, 116, Task: What is the object unloaded from the white truck with a flatboard trailer?, VIRAT_S_0500, A slow-down sign, A slow-down sign, True, Yearly
150502997, 69382, 14, Timeline 4 (Density Graph + Event Blocks), Timeline 2 (Density Graph), 19, 218, 199, Task: The driver of this car gets out of the car and has a conversation with another person.What is the car that the other person gets into later?, VIRAT_S_0002, I could not find the answer within five minutes., Car 1, False, Never
150502997, 69382, 14, Timeline 4 (Density Graph + Event Blocks), Timeline 2 (Density Graph), 19, 218, 199, Task: During which timeframe do you see this man unloading a blue shoulder bag from his car?, VIRAT_S_0002, 43:00 – 45:00, 43:00 – 45:00, True, Never
150502997, 70793, 1425, Timeline 5 (Event Thumbnails), Timeline 5 (Event Thumbnails), 166, 218, 52, Task: How long do these two people stay in the building?, VIRAT_S_0100, I could not find the answer within five minutes., Less than two minutes, False, Never
150502997, 70793, 1425, Timeline 5 (Event Thumbnails), Timeline 5 (Event Thumbnails), 166, 218, 52, Task: During which timeframe do you see this man unloading a blue shoulder bag from his car?, VIRAT_S_0100, 48:20 – 48:30, 48:20 – 48:30, True, Never
150502997, 69510, 142, Timeline 2 (Density Graph), Timeline 2 (Density Graph), 54, 113, 59, Task: How long does this CHICANO employee take a break for?, VIRAT_S_0102, About four minutes, About four minutes, True, Never
150502997, 69510, 142, Timeline 2 (Density Graph), Timeline 2 (Density Graph), 54, 113, 59, Task: During which timeframe does the owner of this golf cart return and drive away?, VIRAT_S_0102, 22:00 – 23:00, 22:00 – 23:00, True, Never
150502997, 83621, 14253, Timeline 3 (Event Blocks), Timeline 3 (Event Blocks), 38, 87, 49, Task: How long does the blue pickup truck remain parked after two men in white shirts begin unloading objects from the trunk of the blue pickup truck?, VIRAT_S_0400, About six minutes, About six minutes, True, Never
150502997, 83621, 14253, Timeline 3 (Event Blocks), Timeline 3 (Event Blocks), 38, 87, 49, Task: During which timeframe does a couple run across the screen starting from this house carrying a pizza?, VIRAT_S_0400, 50:00 – 51:00, 50:00 – 51:00, True, Never
150502997, 69369, 1, Timeline 1 (Base Interface), Timeline 1 (Base Interface), 239, 329, 90, Task: Order the following three events: - A person carrying a backpack rode a bike on the pedestrian sidewalk.:A person wearing pants ran to catch the green light while crossing the street.:A construction worker waved their hands to their colleagues., VIRAT_S_0500, 2:1:3, 2:1:3, True, Never
150502997, 69369, 1, Timeline 1 (Base Interface), Timeline 1 (Base Interface), 239, 329, 90, Task: What is the object unloaded from the white truck with a flatboard trailer?, VIRAT_S_0500, A slow-down sign, A slow-down sign, True, Never
150490423, 69373, 5, Timeline 5 (Event Thumbnails), Timeline 5 (Event Thumbnails), 92, 209, 117, Task: The driver of this car gets out of the car and has a conversation with another person.What is the car that the other person gets into later?, VIRAT_S_0002, Car 1, Car 1, True, Never
150490423, 69373, 5, Timeline 5 (Event Thumbnails), Timeline 5 (Event Thumbnails), 92, 209, 117, Task: During which timeframe do you see this man unloading a blue shoulder bag from his car?, VIRAT_S_0002, 43:00 – 45:00, 43:00 – 45:00, True, Never
150490423, 74710, 5342, Timeline 2 (Density Graph), Timeline 2 (Density Graph), 63, 181, 118, Task: How long do these two people stay in the building?, VIRAT_S_0100, I could not find the answer within five minutes., Less than two minutes, False, Never
150490423, 74710, 5342, Timeline 2 (Density Graph), Timeline 2 (Density Graph), 63, 181, 118, Task: During which timeframe do you see this man unloading a blue shoulder bag from his car?, VIRAT_S_0100, 49:20 – 49:30, 48:20 – 48:30, False, Never
150490423, 122789, 53421, Timeline 1 (Base Interface), Timeline 1 (Base Interface), 6, 155, 149, Task: How long does this CHICANO employee take a break for?, VIRAT_S_0102, About four minutes, About four minutes, True, Never
150490423, 122789, 53421, Timeline 1 (Base Interface), Timeline 1 (Base Interface), 6, 155, 149, Task: During which timeframe does the owner of this golf cart return and drive away?, VIRAT_S_0102, 22:00 – 23:00, 22:00 – 23:00, True, Never
150490423, 69421, 53, Timeline 3 (Event Blocks), Timeline 3 (Event Blocks), 53, 145, 92, Task: How long does the blue pickup truck remain parked after two men in white shirts begin unloading objects from the trunk of the blue pickup truck?, VIRAT_S_0400, About six minutes, About six minutes, True, Never
150490423, 69421, 53, Timeline 3 (Event Blocks), Timeline 3 (Event Blocks), 53, 145, 92, Task: During which timeframe does a couple run across the screen starting from this house carrying a pizza?, VIRAT_S_0400, 50:00 – 51:00, 50:00 – 51:00, True, Never
150490423, 69902, 534, Timeline 4 (Density Graph + Event Blocks), Timeline 4 (Density Graph + Event Blocks), 24, 130, 106, Task: Order the following three events: - A person carrying a backpack rode a bike on the pedestrian sidewalk.:A person wearing pants ran to catch the green light while crossing the street.:A construction worker waved their hands to their colleagues., VIRAT_S_0500, 2:1:3, 2:1:3, True, Never
150490423, 69902, 534, Timeline 4 (Density Graph + Event Blocks), Timeline 4 (Density Graph + Event Blocks), 24, 130, 106, Task: What is the object unloaded from the white truck with a flatboard trailer?, VIRAT_S_0500, A slow-down sign, A slow-down sign, True, Never
150461254, 120800, 51432, Timeline 2 (Density Graph), Timeline 2 (Density Graph), 50, 173, 123, Task: The driver of this car gets out of the car and has a conversation with another person.What is the car that the other person gets into later?, VIRAT_S_0002, I could not find the answer within five minutes., Car 1, False, Yearly
150461254, 120800, 51432, Timeline 2 (Density Graph), Timeline 2 (Density Graph), 50, 173, 123, Task: During which timeframe do you see this man unloading a blue shoulder bag from his car?, VIRAT_S_0002, I could not find the answer within five minutes., 43:00 – 45:00, False, Yearly
150461254, 74511, 5143, Timeline 3 (Event Blocks), Timeline 2 (Density Graph), 6, 129, 123, Task: How long do these two people stay in the building?, VIRAT_S_0100, I could not find the answer within five minutes., Less than two minutes, False, Yearly
150461254, 74511, 5143, Timeline 3 (Event Blocks), Timeline 2 (Density Graph), 6, 129, 123, Task: During which timeframe do you see this man unloading a blue shoulder bag from his car?, VIRAT_S_0100, I could not find the answer within five minutes., 48:20 – 48:30, False, Yearly
150461254, 69373, 5, Timeline 5 (Event Thumbnails), Timeline 5 (Event Thumbnails), 24, 246, 222, Task: How long does this CHICANO employee take a break for?, VIRAT_S_0102, About three minutes, About four minutes, False, Yearly
150461254, 69373, 5, Timeline 5 (Event Thumbnails), Timeline 5 (Event Thumbnails), 24, 246, 222, Task: During which timeframe does the owner of this golf cart return and drive away?, VIRAT_S_0102, 22:00 – 23:00, 22:00 – 23:00, True, Yearly
150461254, 69419, 51, Timeline 1 (Base Interface), Timeline 1 (Base Interface), 56, 143, 87, Task: How long does the blue pickup truck remain parked after two men in white shirts begin unloading objects from the trunk of the blue pickup truck?, VIRAT_S_0400, About nine minutes, About six minutes, False, Yearly
150461254, 69419, 51, Timeline 1 (Base Interface), Timeline 1 (Base Interface), 56, 143, 87, Task: During which timeframe does a couple run across the screen starting from this house carrying a pizza?, VIRAT_S_0400, 50:00 – 51:00, 50:00 – 51:00, True, Yearly
150461254, 69882, 514, Timeline 4 (Density Graph + Event Blocks), Timeline 3 (Event Blocks), 97, 225, 128, Task: Order the following three events: - A person carrying a backpack rode a bike on the pedestrian sidewalk.:A person wearing pants ran to catch the green light while crossing the street.:A construction worker waved their hands to their colleagues., VIRAT_S_0500, 1:3:2, 2:1:3, False, Yearly
150461254, 69882, 514, Timeline 4 (Density Graph + Event Blocks), Timeline 3 (Event Blocks), 97, 225, 128, Task: What is the object unloaded from the white truck with a flatboard trailer?, VIRAT_S_0500, An orange construction traffic barrel (cylinder-shaped sign), A slow-down sign, False, Yearly
150457692, 9399, -59969, Timeline 1 (Base Interface), Timeline 1 (Base Interface), 7, 269, 262, Task: The driver of this car gets out of the car and has a conversation with another person.What is the car that the other person gets into later?, VIRAT_S_0002, I could not find the answer within five minutes., Car 1, False, Never
150457692, 9399, -59969, Timeline 1 (Base Interface), Timeline 1 (Base Interface), 7, 269, 262, Task: During which timeframe do you see this man unloading a blue shoulder bag from his car?, VIRAT_S_0002, 43:00 – 45:00, 43:00 – 45:00, True, Never
150457692, 5927555, 5858187, Other, Timeline 4 (Density Graph + Event Blocks), 72, 147, 75, Task: How long do these two people stay in the building?, VIRAT_S_0100, Less than two minutes, Less than two minutes, True, Never
150457692, 5927555, 5858187, Other, Timeline 4 (Density Graph + Event Blocks), 72, 147, 75, Task: During which timeframe do you see this man unloading a blue shoulder bag from his car?, VIRAT_S_0100, 48:20 – 48:30, 48:20 – 48:30, True, Never
150457692, 59899863, 59830495, Timeline 5 (Event Thumbnails), Timeline 1 (Base Interface), 62, 168, 106, Task: How long does this CHICANO employee take a break for?, VIRAT_S_0102, I could not find the answer within five minutes., About four minutes, False, Never
150457692, 59899863, 59830495, Timeline 5 (Event Thumbnails), Timeline 1 (Base Interface), 62, 168, 106, Task: During which timeframe does the owner of this golf cart return and drive away?, VIRAT_S_0102, 22:00 – 23:00, 22:00 – 23:00, True, Never
150457692, 69371, 3, Timeline 3 (Event Blocks), Timeline 3 (Event Blocks), 74, 263, 189, Task: How long does the blue pickup truck remain parked after two men in white shirts begin unloading objects from the trunk of the blue pickup truck?, VIRAT_S_0400, About twenty minutes, About six minutes, False, Never
150457692, 69371, 3, Timeline 3 (Event Blocks), Timeline 3 (Event Blocks), 74, 263, 189, Task: During which timeframe does a couple run across the screen starting from this house carrying a pizza?, VIRAT_S_0400, 50:00 – 51:00, 50:00 – 51:00, True, Never
150457692, 530324, 460956, Other, Timeline 2 (Density Graph), 159, 224, 65, Task: Order the following three events: - A person carrying a backpack rode a bike on the pedestrian sidewalk.:A person wearing pants ran to catch the green light while crossing the street.:A construction worker waved their hands to their colleagues., VIRAT_S_0500, 2:1:3, 2:1:3, True, Never
150457692, 530324, 460956, Other, Timeline 2 (Density Graph), 159, 224, 65, Task: What is the object unloaded from the white truck with a flatboard trailer?, VIRAT_S_0500, An orange construction traffic barrel (cylinder-shaped sign), A slow-down sign, False, Never
